pdf_procedure_id,raw_name,source_page,source_text_snippet
tosp_sa820s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (SINGLE DIGIT), FREE FULL THICKNESS GRAFT",8,"SA820S SKIN AND SUBCUTANEOUS TISSUE, DEFECT (SINGLE DIGIT), FREE FULL THICKNESS GRAFT"
tosp_sa821b,"BREAST, POST PROSTHETIC CONTRACTION, CAPSULOTOMY (UNILATERAL)",5,"SA821B BREAST, POST PROSTHETIC CONTRACTION, CAPSULOTOMY (UNILATERAL)"
tosp_sa821s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, DIRECT FLAP (CROSS FINGER/SIMILAR FLAPS)",8,"SA821S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, DIRECT FLAP (CROSS FINGER/SIMILAR FLAPS)"
tosp_sa822b,"BREAST, TUMOR (MALIGNANT), WIDE EXCISION/ LUMPECTOMY/SEGMENTAL MASTECTOMY/ PARTIAL MASTECTOMY",5,"SA822B BREAST, TUMOR (MALIGNANT), WIDE EXCISION/ LUMPECTOMY/SEGMENTAL MASTECTOMY/ PARTIAL MASTECTOMY"
tosp_sa822s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFT (SPLIT SKIN GRAFT/PINCH GRAFTS/CULTURED EPITHELIAL AUTOGRAFTS UNDER 1/2%)",9,"SA822S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFT (SPLIT SKIN GRAFT/PINCH GRAFTS/CULTURED EPITHELIAL AUTOGRAFTS UNDER 1/2%)"
tosp_sa823b,"BREAST, TUMOR (MALIGNANT), WIDE EXCISION/ LUMPECTOMY/SEGMENTAL MASTECTOMY/ PARTIAL MASTECTOMY, WITH AXILIARY CLEARANCE, WITH/WITHOUT SENTINEL NODE BIOPSY",5,"SA823B BREAST, TUMOR (MALIGNANT), WIDE EXCISION/ LUMPECTOMY/SEGMENTAL MASTECTOMY/ PARTIAL MASTECTOMY, WITH AXILIARY CLEARANCE, WITH/WITHOUT SENTINEL NODE BIOPSY"
tosp_sa823s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT /CULTURED EPITHELIAL AUTOGRAFTS 1/2 TO LESS THAN 2%)",9,"SA823S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT /CULTURED EPITHELIAL AUTOGRAFTS 1/2 TO LESS THAN 2%)"
tosp_sa824b,"BREAST TUMOUR (MALIGNANT, VARIOUS LESIONS), SIMPLE MASTECTOMY WITH AXILLARY CLEARANCE, WITH/WITHOUT SENTINEL NODE BIOPSY",5,"SA824B BREAST TUMOUR (MALIGNANT, VARIOUS LESIONS), SIMPLE MASTECTOMY WITH AXILLARY CLEARANCE, WITH/WITHOUT SENTINEL NODE BIOPSY"
tosp_sa824s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT/CULTURED EPITHELIAL AUTOGRAFTS 2 TO LESS THAN 5%)",9,"SA824S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT/CULTURED EPITHELIAL AUTOGRAFTS 2 TO LESS THAN 5%)"
tosp_sa825b,"BREAST, TUMOR (MALIGNANT), RADICAL MASTECTOMY WITH/WITHOUT AXILIARY CLEARANCE",5,"SA825B BREAST, TUMOR (MALIGNANT), RADICAL MASTECTOMY WITH/WITHOUT AXILIARY CLEARANCE"
tosp_sa825s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT/CULTURED EPITHELIAL AUTOGRAFTS 5 TO 10%)",9,"SA825S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT/CULTURED EPITHELIAL AUTOGRAFTS 5 TO 10%)"
tosp_sa826b,"BREAST, TUMOR (MALIGNANT, VARIOUS LESIONS), SIMPLE MASTECTOMY, THERAPEUTIC/PROPHYLACTIC",5,"SA826B BREAST, TUMOR (MALIGNANT, VARIOUS LESIONS), SIMPLE MASTECTOMY, THERAPEUTIC/PROPHYLACTIC"
tosp_sa826s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT/CULTURED EPITHELIAL AUTOGRAFTS MORE THAN 10%)",9,"SA826S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT/CULTURED EPITHELIAL AUTOGRAFTS MORE THAN 10%)"
tosp_sa827b,"BREAST, TUMOR (MALIGNANT, VARIOUS LESIONS), SIMPLE MASTECTOMY WITH SENTINEL NODE BIOPSY/ AXILLARY NODE SAMPLING",5,"SA827B BREAST, TUMOR (MALIGNANT, VARIOUS LESIONS), SIMPLE MASTECTOMY WITH SENTINEL NODE BIOPSY/ AXILLARY NODE SAMPLING"
tosp_sa827s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, LOCAL FLAP TO MULTIPLE DIGITS (CROSS FINGER/THENAR/FLAG/ROTATION FLAP)",9,"SA827S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, LOCAL FLAP TO MULTIPLE DIGITS (CROSS FINGER/THENAR/FLAG/ROTATION FLAP)"
tosp_sa828s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, SINGLE STAGE LOCAL FLAP (COMPLICATED/LARGE)",9,"SA828S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, SINGLE STAGE LOCAL FLAP (COMPLICATED/LARGE)"
tosp_sa829b,"BREAST, VARIOUS LESIONS, TRUCUT BIOPSY CONTRALATERAL MASTOPEXY/REDUCTION FOLLOWING",5,"SA829B BREAST, VARIOUS LESIONS, TRUCUT BIOPSY CONTRALATERAL MASTOPEXY/REDUCTION FOLLOWING"
tosp_sa829s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, SINGLE STAGE LOCAL FLAP (SIMPLE/SMALL)",9,"SA829S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, SINGLE STAGE LOCAL FLAP (SIMPLE/SMALL)"
tosp_sa830s,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, STAGED LOCAL FLAP(DIVISION)",9,"SA830S SKIN AND SUBCUTANEOUS TISSUE, DEFECT, STAGED LOCAL FLAP(DIVISION)"
tosp_sa831b,"BREAST, TUMOUR (MALIGNANT) WIDE EXCISION/LUMPECTOMY/SEGMENTAL OR PARTIAL MASTECTOMY, WITH OR WITHOUT SENTINEL NODE BIOPSY AND/OR AXILLARY CLEARANCE",5,"SA831B BREAST, TUMOUR (MALIGNANT) WIDE EXCISION/LUMPECTOMY/SEGMENTAL OR PARTIAL MASTECTOMY, WITH OR WITHOUT SENTINEL NODE BIOPSY AND/OR AXILLARY CLEARANCE"
tosp_sa831s,"SKIN AND SUBCUTANEOUS TISSUE, FOREIGN BODY (SUBCUTANEOUS), REMOVAL",9,"SA831S SKIN AND SUBCUTANEOUS TISSUE, FOREIGN BODY (SUBCUTANEOUS), REMOVAL"
tosp_sa832b,"IPSILATERAL MASTOPEXY/REDUCTION FOLLOWING BREAST, TUMOUR (MALIGNANT) WIDE EXCISION/LUMPECTOMY/SEGMENTAL OR PARTIAL MASTECTOMY, WITH OR WITHOUT SENTINEL NODE BIOPSY AND/OR AXILLARY CLEARANCE",5,"SA832B IPSILATERAL MASTOPEXY/REDUCTION FOLLOWING BREAST, TUMOUR (MALIGNANT) WIDE EXCISION/LUMPECTOMY/SEGMENTAL OR PARTIAL MASTECTOMY, WITH OR WITHOUT SENTINEL NODE BIOPSY AND/OR AXILLARY CLEARANCE"
tosp_sa832s,"SKIN AND SUBCUTANEOUS TISSUE, FOREIGN BODY (SUPERFICIAL), REMOVAL",9,"SA832S SKIN AND SUBCUTANEOUS TISSUE, FOREIGN BODY (SUPERFICIAL), REMOVAL"
tosp_sa833b,"BREAST, VARIOUS LESIONS, NIPPLE/SKIN SPARING/SUBCUTANOUS MASTECTOMY, THERAPEUTIC/PROPHYLACTIC, EXCLUDING GYNAECOMASTIA, UNILATERAL/BILATERAL",5,"SA833B BREAST, VARIOUS LESIONS, NIPPLE/SKIN SPARING/SUBCUTANOUS MASTECTOMY, THERAPEUTIC/PROPHYLACTIC, EXCLUDING GYNAECOMASTIA, UNILATERAL/BILATERAL"
tosp_sa833s,"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA (SMALL)/FURUNCLE/ABSCESS/SIMILAR LESION, INCISION WITH DRAINAGE",9,"SA833S SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA (SMALL)/FURUNCLE/ABSCESS/SIMILAR LESION, INCISION WITH DRAINAGE"
tosp_sa834b,"BREAST, TUMOR (MALIGNANT), NIPPLE/SKIN SPARING MASTECTOMY WITH SENTINEL NODE BIOPSY/AXILIARY NODE SAMPLING",5,"SA834B BREAST, TUMOR (MALIGNANT), NIPPLE/SKIN SPARING MASTECTOMY WITH SENTINEL NODE BIOPSY/AXILIARY NODE SAMPLING"
tosp_sa834s,"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA, ASPIRATION",9,"SA834S SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA, ASPIRATION"
tosp_sa835b,"BREAST, TUMOR (MALIGNANT), NIPPLE/SKIN SPARING MASTECTOMY WITH AXILIARY CLEARANCE, WITH/WITHOUT SENTINEL NODE BIOPSY",6,"SA835B BREAST, TUMOR (MALIGNANT), NIPPLE/SKIN SPARING MASTECTOMY WITH AXILIARY CLEARANCE, WITH/WITHOUT SENTINEL NODE BIOPSY"
tosp_sa835s,"SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA (EXTENSIVE AND COMPLEX), EXCISION",9,"SA835S SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA (EXTENSIVE AND COMPLEX), EXCISION"
tosp_sa836s,"SKIN AND SUBCUTANEOUS TISSUE, ARTEIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA (LARGE AND DEEP-SEATED), EXCISION",9,"SA836S SKIN AND SUBCUTANEOUS TISSUE, ARTEIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA (LARGE AND DEEP-SEATED), EXCISION"
tosp_sa837s,"SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA ON FACE, HANDS, GENITALIA, EXCISION",9,"SA837S SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA ON FACE, HANDS, GENITALIA, EXCISION"
tosp_sa838s,"SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA >3CM EXCLUDING FACE, HANDS, GENITALIA, EXCISION",9,"SA838S SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA >3CM EXCLUDING FACE, HANDS, GENITALIA, EXCISION"
tosp_sa839s,"SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA <3CM EXCLUDING FACE, HANDS, GENITALIA, EXCISION",9,"SA839S SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA <3CM EXCLUDING FACE, HANDS, GENITALIA, EXCISION"
tosp_sa840s,"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA, ABSCESS/CELLULITIS/SIMILAR LESION<3CM, SAUCERISATION/INCISION & DRAINAGE",9,"SA840S SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA, ABSCESS/CELLULITIS/SIMILAR LESION<3CM, SAUCERISATION/INCISION & DRAINAGE"
tosp_sa841s,"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA /CARBUNCLE CELLULITIS/SIMILAR LESION>3CM, SAUCERISATION/INCISION WITH DRAINAGE",9,"SA841S SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA /CARBUNCLE CELLULITIS/SIMILAR LESION>3CM, SAUCERISATION/INCISION WITH DRAINAGE"
tosp_sa842s,"SKIN AND SUBCUTANEOUS TISSUE, LACERATIONS (DEEP >3CM/MULTIPLE) LACERATIONS, REPAIR/TOILET & SUTURE, WITH/WITHOUT DEBRIDEMENT",9,"SA842S SKIN AND SUBCUTANEOUS TISSUE, LACERATIONS (DEEP >3CM/MULTIPLE) LACERATIONS, REPAIR/TOILET & SUTURE, WITH/WITHOUT DEBRIDEMENT"
tosp_sa843s,"SKIN AND SUBCUTANEOUS TISSUE, LACERATION (SUPERFICIAL) OF LESS THAN 7CM, REPAIR",10,"SA843S SKIN AND SUBCUTANEOUS TISSUE, LACERATION (SUPERFICIAL) OF LESS THAN 7CM, REPAIR"
tosp_sa844s,"SKIN AND SUBCUTANEOUS TISSUE, LACERATION (SUPERFICIAL) OF MORE THAN 7CM, REPAIR",10,"SA844S SKIN AND SUBCUTANEOUS TISSUE, LACERATION (SUPERFICIAL) OF MORE THAN 7CM, REPAIR"
tosp_sa845s,"SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (LARGE >3CM AND COMPLICATED/MULTIPLE)",10,"SA845S SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (LARGE >3CM AND COMPLICATED/MULTIPLE)"
tosp_sa846s,"SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (LARGE)",10,"SA846S SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (LARGE)"
tosp_sa847s,"SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (MODERATE)",10,"SA847S SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (MODERATE)"
tosp_sa848s,"SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (SMALL<3CM)",10,"SA848S SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (SMALL<3CM)"
tosp_sa849s,"SKIN & SUBCUTANEOUS, PRE-SEPTAL/PERI-ORBITAL DERMOID/LESION, EXCISION",10,"SA849S SKIN & SUBCUTANEOUS, PRE-SEPTAL/PERI-ORBITAL DERMOID/LESION, EXCISION"
tosp_sa850s,"SKIN AND SUBCUTANEOUS TISSUE, SINUS (DEEP>3CM), EXCISION WITH/WITHOUT BIOPSY",10,"SA850S SKIN AND SUBCUTANEOUS TISSUE, SINUS (DEEP>3CM), EXCISION WITH/WITHOUT BIOPSY"
tosp_sa851s,"SKIN AND SUBCUTANEOUS TISSUE, SINUS (SHALLOW<3CM), EXCISION WITH/WITHOUT BIOPSY",10,"SA851S SKIN AND SUBCUTANEOUS TISSUE, SINUS (SHALLOW<3CM), EXCISION WITH/WITHOUT BIOPSY"
tosp_sa853s,"SKIN AND SUBCUTANEOUS TISSUE, DEBRIDEMENT CONFINED TO SKIN, SUBCUTANEOUS FAT OR FASCIA ONLY (INCLUDES SUTURING OF WOUND WHEN PERFORMED).",10,"SA853S SKIN AND SUBCUTANEOUS TISSUE, DEBRIDEMENT CONFINED TO SKIN, SUBCUTANEOUS FAT OR FASCIA ONLY (INCLUDES SUTURING OF WOUND WHEN PERFORMED)."
tosp_sa854s,"SKIN AND SUBCUTANEOUS TISSUE, WOUND (LARGE>3CM), SECONDARY SUTURE",10,"SA854S SKIN AND SUBCUTANEOUS TISSUE, WOUND (LARGE>3CM), SECONDARY SUTURE"
tosp_sa855s,"SKIN AND SUBCUTANEOUS TISSUE, WOUND (SMALL<3CM), SECONDARY SUTURE",10,"SA855S SKIN AND SUBCUTANEOUS TISSUE, WOUND (SMALL<3CM), SECONDARY SUTURE"
tosp_sa856s,"SKIN, ANGIOMA, CAUTERISATION/INJECTION",10,"SA856S SKIN, ANGIOMA, CAUTERISATION/INJECTION"
tosp_sa857s,"SKIN, BURNS (2% TO 5%), EXCISION",10,"SA857S SKIN, BURNS (2% TO 5%), EXCISION"
tosp_sa858s,"SKIN, BURNS (LESS THAN 10%), DRESSING",10,"SA858S SKIN, BURNS (LESS THAN 10%), DRESSING"
tosp_sa859s,"SKIN, BURNS (LESS THAN 2%), EXCISION",10,"SA859S SKIN, BURNS (LESS THAN 2%), EXCISION"
tosp_sa860s,"SKIN, BURNS (MORE THAN 10%), DRESSING",10,"SA860S SKIN, BURNS (MORE THAN 10%), DRESSING"
tosp_sa861s,"SKIN, BURNS (MORE THAN 10%), EXCISION",10,"SA861S SKIN, BURNS (MORE THAN 10%), EXCISION"
tosp_sa862s,"SKIN, BURNS (MORE THAN 5% TO 10%) EXCISION",10,"SA862S SKIN, BURNS (MORE THAN 5% TO 10%) EXCISION"
tosp_sa863s,"SKIN, KERATOSES/WARTS/TAGS/SIMILAR LESIONS, EXCISION (6 - 10 LESIONS)",10,"SA863S SKIN, KERATOSES/WARTS/TAGS/SIMILAR LESIONS, EXCISION (6 - 10 LESIONS)"
tosp_sa864s,"SKIN, KERATOSES/WARTS/TAGS/SIMILAR LESIONS, EXCISION (MORE THAN10 LESIONS)",10,"SA864S SKIN, KERATOSES/WARTS/TAGS/SIMILAR LESIONS, EXCISION (MORE THAN10 LESIONS)"
tosp_sa865s,"SKIN, KERATOSES/WARTS/TAGS/SIMILAR LESIONS, EXCISION (NOT MORE THAN 5 LESIONS)3",10,"SA865S SKIN, KERATOSES/WARTS/TAGS/SIMILAR LESIONS, EXCISION (NOT MORE THAN 5 LESIONS)3"
tosp_sa866s,"SKIN, PLANTAR WART, EXCISION OR VAPORISATION BY LASER",10,"SA866S SKIN, PLANTAR WART, EXCISION OR VAPORISATION BY LASER"
tosp_sa867s,"SKIN, PLANTAR WARTS (MULTIPLE), EXCISION",10,"SA867S SKIN, PLANTAR WARTS (MULTIPLE), EXCISION"
tosp_sa868s,"SKIN, SCAR (EXTENSIVE), REVISION SKIN, SCAR/VARIOUS LESION (SINGLE/UNILATERAL)",10,"SA868S SKIN, SCAR (EXTENSIVE), REVISION SKIN, SCAR/VARIOUS LESION (SINGLE/UNILATERAL)"
tosp_sa869s,REMOVAL OF TISSUE EXPANDER/PROSTHESIS (INCLUDING BREAST IMPLANTS WITH OR WITHOUT,10,SA869S REMOVAL OF TISSUE EXPANDER/PROSTHESIS (INCLUDING BREAST IMPLANTS WITH OR WITHOUT
tosp_sa870s,"SKIN, SCAR, REVISION WITH Z-PLASTY CAPSULOTOMY) AND REVISION OF SCAR",10,"SA870S SKIN, SCAR, REVISION WITH Z-PLASTY CAPSULOTOMY) AND REVISION OF SCAR"
tosp_sa871s,"SKIN, SCARS/LESIONS (MULTIPLE/BILATERAL), REMOVAL OF TISSUE EXPANDER/PROSTHESIS (INCLUDING BREAST",10,"SA871S SKIN, SCARS/LESIONS (MULTIPLE/BILATERAL), REMOVAL OF TISSUE EXPANDER/PROSTHESIS (INCLUDING BREAST"
tosp_sa872s,"SKIN, SUPERFICIAL NASAL DERMOID, EXCISION IMPLANTS) AND REVISION/ EXCISION OF SCARS, UNILATERAL CAPSULECTOMY (AT LEAST 50%)4",11,"SA872S SKIN, SUPERFICIAL NASAL DERMOID, EXCISION IMPLANTS) AND REVISION/ EXCISION OF SCARS, UNILATERAL CAPSULECTOMY (AT LEAST 50%)4"
tosp_sa873s,"SKIN, BURNS SCAR/TATTOO (1% TO 2%), LASER EXCISION",11,"SA873S SKIN, BURNS SCAR/TATTOO (1% TO 2%), LASER EXCISION"
tosp_sa874s,"SKIN, BURNS SCAR/TATTOO (LESS THAN 1%), LASER EXCISION",11,"SA874S SKIN, BURNS SCAR/TATTOO (LESS THAN 1%), LASER EXCISION"
tosp_sa875s,"SKIN, BURNS SCAR/TATTOO (MULTIPLE/MORE THAN 2%), LASER EXCISION",11,"SA875S SKIN, BURNS SCAR/TATTOO (MULTIPLE/MORE THAN 2%), LASER EXCISION"
tosp_sa876s,"SKIN, BURNS SCAR/TATTOO, REPEAT LASER EXCISION",11,"SA876S SKIN, BURNS SCAR/TATTOO, REPEAT LASER EXCISION"
tosp_sa877s,"SKIN, VARIOUS LESIONS OF FACE (2 TO 3), EXCISION BIOPSY",11,"SA877S SKIN, VARIOUS LESIONS OF FACE (2 TO 3), EXCISION BIOPSY"
tosp_sa878s,"SKIN, VARIOUS LESIONS, ABRASIVE THERAPY (EXTENSIVE)",11,"SA878S SKIN, VARIOUS LESIONS, ABRASIVE THERAPY (EXTENSIVE)"
tosp_sa879s,"SKIN, VARIOUS LESIONS, ABRASIVE THERAPY (LIMITED)",11,"SA879S SKIN, VARIOUS LESIONS, ABRASIVE THERAPY (LIMITED)"
tosp_sa880s,"SKIN, VARIOUS LESIONS, INSERTION OF TISSUE EXPANDER (MULTIPLE)",11,"SA880S SKIN, VARIOUS LESIONS, INSERTION OF TISSUE EXPANDER (MULTIPLE)"
tosp_sa881s,"SKIN, VARIOUS LESIONS, INSERTION OF TISSUE EXPANDER (SINGLE)",11,"SA881S SKIN, VARIOUS LESIONS, INSERTION OF TISSUE EXPANDER (SINGLE)"
tosp_sa882s,"SKIN, VARIOUS LESIONS, TRIAL DERMABRASION",11,"SA882S SKIN, VARIOUS LESIONS, TRIAL DERMABRASION"
tosp_sa883s,"SKIN, VARIOUS LESIONS, WOUND INSPECTION/DRESSING/REMOVAL OF SUTURES",11,"SA883S SKIN, VARIOUS LESIONS, WOUND INSPECTION/DRESSING/REMOVAL OF SUTURES"
tosp_sa884s,"SKIN, VARIOUS LESIONS OF FACE (SINGLE), EXCISION/PUNCH/ SHAVE BIOPSY",11,"SA884S SKIN, VARIOUS LESIONS OF FACE (SINGLE), EXCISION/PUNCH/ SHAVE BIOPSY"
tosp_sa885s,"SKIN, VARIOUS LESIONS OF FACE (4 AND ABOVE), EXCISION BIOPSY",11,"SA885S SKIN, VARIOUS LESIONS OF FACE (4 AND ABOVE), EXCISION BIOPSY"
tosp_sa886s,"SKIN, WRINKLES, PARTIAL RHYTIDECTOMY5",11,"SA886S SKIN, WRINKLES, PARTIAL RHYTIDECTOMY5"
tosp_sa887s,"SKIN, WRINKLES, TOTAL RHYTIDECTOMY5",11,"SA887S SKIN, WRINKLES, TOTAL RHYTIDECTOMY5"
tosp_sa888s,"SOFT TISSUE, TUMOR (MALIGNANT), WIDE EXCISION BIOPSY <7CM OTHER THAN UPPER/LOWER LIMBS",11,"SA888S SOFT TISSUE, TUMOR (MALIGNANT), WIDE EXCISION BIOPSY <7CM OTHER THAN UPPER/LOWER LIMBS"
tosp_sa889s,"SOFT TISSUE, TUMOR (MALIGNANT), RADICAL EXCISION BIOPSY >7CM OTHER THAN UPPER/LOWER LIMBS",11,"SA889S SOFT TISSUE, TUMOR (MALIGNANT), RADICAL EXCISION BIOPSY >7CM OTHER THAN UPPER/LOWER LIMBS"
tosp_sa890s,"SUBCUTANEOUS TISSUE (ABDOMEN), OBESITY, LIPOSUCTION",11,"SA890S SUBCUTANEOUS TISSUE (ABDOMEN), OBESITY, LIPOSUCTION"
tosp_sa891s,"SUBCUTANEOUS TISSUE (BUTTOCKS), OBESITY, LIPOSUCTION",11,"SA891S SUBCUTANEOUS TISSUE (BUTTOCKS), OBESITY, LIPOSUCTION"
tosp_sa892s,"SUBCUTANEOUS TISSUE (FACE), OBESITY, LIPOSUCTION",11,"SA892S SUBCUTANEOUS TISSUE (FACE), OBESITY, LIPOSUCTION"
tosp_sa893s,"SUBCUTANEOUS TISSUE (THIGH), OBESITY, LIPOSUCTION",11,"SA893S SUBCUTANEOUS TISSUE (THIGH), OBESITY, LIPOSUCTION"
tosp_sa894s,"SUBCUTANEOUS TISSUE (UPPER LIMBS), OBESITY, LIPOSUCTION SUBCUTANEOUS TISSUE, OBESITY, LIPECTOMY",11,"SA894S SUBCUTANEOUS TISSUE (UPPER LIMBS), OBESITY, LIPOSUCTION SUBCUTANEOUS TISSUE, OBESITY, LIPECTOMY"
tosp_sa895s,"TRANSVERSE WEDGE EXCISION OF ABDOMINAL APRON/LIPECTOMY WITH EXCISION OF SKIN, FOLLOWING WEIGHT LOSS SURGERY",11,"SA895S TRANSVERSE WEDGE EXCISION OF ABDOMINAL APRON/LIPECTOMY WITH EXCISION OF SKIN, FOLLOWING WEIGHT LOSS SURGERY"
tosp_sa896s,"SUBCUTANEOUS TISSUE, OBESITY, LIPECTOMY, EXCISION WITH UNDERMINING OF SKIN EDGES AND STRENGTHENING OF ABDOMINAL WALL/RADICAL",11,"SA896S SUBCUTANEOUS TISSUE, OBESITY, LIPECTOMY, EXCISION WITH UNDERMINING OF SKIN EDGES AND STRENGTHENING OF ABDOMINAL WALL/RADICAL"
tosp_sa898s,"WEIGHT LOSS SURGERY SWEAT GLAND, AXILLARY HYPERHIDROSIS, WEDGE EXCISION (UNILATERAL)",12,"SA898S WEIGHT LOSS SURGERY SWEAT GLAND, AXILLARY HYPERHIDROSIS, WEDGE EXCISION (UNILATERAL)"
tosp_sa899s,"SKIN, INTRALESIONAL STEROID INJECTION SUBCUTANEOUS TISSUE, OBESITY",12,"SA899S SKIN, INTRALESIONAL STEROID INJECTION SUBCUTANEOUS TISSUE, OBESITY"
tosp_sa900s,"EXCISION/LIPECTOMY, LIMBS (UNILATERAL/BILATERAL) FOLLOWING WEIGHT LOSS SURGERY",12,"SA900S EXCISION/LIPECTOMY, LIMBS (UNILATERAL/BILATERAL) FOLLOWING WEIGHT LOSS SURGERY"
tosp_sa901s,"SUBCUTANEOUS TISSUE, OBESITY, EXCISION/LIPECTOMY, THORAX/BACK/BUTTOCKS, FOLLOWING WEIGHT LOSS SURGERY",12,"SA901S SUBCUTANEOUS TISSUE, OBESITY, EXCISION/LIPECTOMY, THORAX/BACK/BUTTOCKS, FOLLOWING WEIGHT LOSS SURGERY"
tosp_sa903s,"SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, LESS THAN 10 LESIONS, NOT REQUIRING GENERAL ANAESTHESIA",12,"SA903S SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, LESS THAN 10 LESIONS, NOT REQUIRING GENERAL ANAESTHESIA"
tosp_sa904s,"SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, 10 OR MORE LESIONS, NOT REQUIRING GENERAL ANAESTHESIA",12,"SA904S SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, 10 OR MORE LESIONS, NOT REQUIRING GENERAL ANAESTHESIA"
tosp_sa905s,"SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, SINGLE/MULTIPLE, WHERE UNDERTAKEN IN THE OPERATING THEATRE",12,"SA905S SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, SINGLE/MULTIPLE, WHERE UNDERTAKEN IN THE OPERATING THEATRE"
tosp_sb700a,"ANKLE, ANKLE FRACTURE, BIMALLEOLAR, ORIF",13,"SB700A ANKLE, ANKLE FRACTURE, BIMALLEOLAR, ORIF"
